SiteCode,Meas,Date,Year,DayN,DayZ,Collector,Depth,PlateCode,MeasCode,Daysafterdeploy,DaysPerMeasure,PercentCiona,MinTemp,MaxTemp,MinSal,MaxSal,MinpH,MaxpH,MinVarAccel,MaxVarAccel,AvgSal,AvgTemp,AvgpH,VarAccel,MeanPercentCiona2014,MeanPercentCiona2015
CC,3,8/01/2014,14,212,212,3,C,CC_3C_14,CC_3C_14_3,90,28,100,16.89722222,18.26770833,30.4804293,31.71290076,7.96210828,8.050083333,0.000559114,0.000930651,30.88986,17.59668,8.01314544,0.00061116,72.6925,64.90066667
CC,3,8/01/2014,14,212,212,4,A,CC_4A_14,CC_4A_14_3,90,28,100,16.89722222,18.26770833,30.4804293,31.71290076,7.96210828,8.050083333,0.000559114,0.000930651,30.88986,17.59668,8.01314544,0.00061116,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,1,A,CC_1A_14,CC_1A_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,1,B,CC_1B_14,CC_1B_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,1,C,CC_1C_14,CC_1C_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,3,A,CC_3A_14,CC_3A_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,3,B,CC_3B_14,CC_3B_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,3,C,CC_3C_14,CC_3C_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,4,A,CC_4A_14,CC_4A_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,4,9/06/2014,14,248,248,4,B,CC_4B_14,CC_4B_14_4,126,36,100,16.69895833,19.05541401,32.49388472,33.36121979,7.840631944,8.041208333,0.000314171,0.001476627,32.84547,17.68619,7.99584372,0.00066729,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,1,A,CC_1A_14,CC_1A_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,1,B,CC_1B_14,CC_1B_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,1,C,CC_1C_14,CC_1C_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,3,A,CC_3A_14,CC_3A_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,3,B,CC_3B_14,CC_3B_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,3,C,CC_3C_14,CC_3C_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
CC,5,10/06/2014,14,278,278,4,A,CC_4A_14,CC_4A_14_5,156,30,100,15.484375,19.09409722,NA,NA,7.960944444,8.084909722,0.000448327,0.000737997,NA,16.75621,8.03090518,0.00056116,72.6925,64.90066667
DW,1,6/10/2014,14,160,160,2,A,DW_2A_14,DW_2A_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,2,B,DW_2B_14,DW_2B_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,2,C,DW_2C_14,DW_2C_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,5,A,DW_5A_14,DW_5A_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,5,B,DW_5B_14,DW_5B_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,5,C,DW_5C_14,DW_5C_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,7,A,DW_7A_14,DW_7A_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,7,B,DW_7B_14,DW_7B_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,1,6/10/2014,14,160,160,7,C,DW_7C_14,DW_7C_14_1,34,34,0,3.481458333,11.608,NA,NA,8.105070139,8.268032639,NA,NA,NA,7.60237,8.1706639,NA,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,2,A,DW_2A_14,DW_2A_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,2,B,DW_2B_14,DW_2B_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,2,C,DW_2C_14,DW_2C_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,5,A,DW_5A_14,DW_5A_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,5,B,DW_5B_14,DW_5B_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,5,C,DW_5C_14,DW_5C_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,7,A,DW_7A_14,DW_7A_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,7,B,DW_7B_14,DW_7B_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,2,7/07/2014,14,187,187,7,C,DW_7C_14,DW_7C_14_2,61,27,0,11.58979167,18.48125,29.27826378,30.08073903,7.991897041,8.147646528,0.000373568,0.000610477,29.58373,13.91645,8.09797511,0.00050214,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,2,A,DW_2A_14,DW_2A_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,2,B,DW_2B_14,DW_2B_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,2,C,DW_2C_14,DW_2C_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,5,A,DW_5A_14,DW_5A_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,5,B,DW_5B_14,DW_5B_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,5,C,DW_5C_14,DW_5C_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,7,A,DW_7A_14,DW_7A_14_3,90,29,1.15,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,7,B,DW_7B_14,DW_7B_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,3,8/05/2014,14,216,216,7,C,DW_7C_14,DW_7C_14_3,90,29,0,15.36145833,22.42430556,29.21294624,30.45649097,7.965693642,8.097427083,0.000309046,0.000538455,30.00337,19.2798,8.03478759,0.00044049,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,2,A,DW_2A_14,DW_2A_14_4,127,37,6.67,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,2,B,DW_2B_14,DW_2B_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,2,C,DW_2C_14,DW_2C_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,5,A,DW_5A_14,DW_5A_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,5,B,DW_5B_14,DW_5B_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,5,C,DW_5C_14,DW_5C_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,7,A,DW_7A_14,DW_7A_14_4,127,37,1.16,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,7,B,DW_7B_14,DW_7B_14_4,127,37,0,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,4,9/11/2014,14,253,253,7,C,DW_7C_14,DW_7C_14_4,127,37,2.22,17.59340278,22.26041667,24.90297396,29.46589063,7.729647668,8.109503472,0.000120392,0.000544944,28.85877,19.51575,7.97147199,0.00040838,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,2,A,DW_2A_14,DW_2A_14_5,155,28,7.23,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,2,B,DW_2B_14,DW_2B_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,2,C,DW_2C_14,DW_2C_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,5,A,DW_5A_14,DW_5A_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,5,B,DW_5B_14,DW_5B_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,5,C,DW_5C_14,DW_5C_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,7,A,DW_7A_14,DW_7A_14_5,155,28,4.55,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,7,B,DW_7B_14,DW_7B_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
DW,5,10/09/2014,14,281,281,7,C,DW_7C_14,DW_7C_14_5,155,28,0,13.21958763,18.0125,28.39368021,29.4883433,7.936291667,8.082836806,0.00017737,0.000440074,28.87101,14.93678,8.01722232,0.00032649,0.510666667,41.6204
FP,1,6/07/2014,14,157,157,2,A,FP_2A_14,FP_2A_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,2,B,FP_2B_14,FP_2B_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,2,C,FP_2C_14,FP_2C_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,4,A,FP_4A_14,FP_4A_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,4,B,FP_4B_14,FP_4B_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,4,C,FP_4C_14,FP_4C_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,6,A,FP_6A_14,FP_6A_14_1,35,35,2.33,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,6,B,FP_6B_14,FP_6B_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,1,6/07/2014,14,157,157,6,C,FP_6C_14,FP_6C_14_1,35,35,0,5.790743056,12.11560417,NA,NA,NA,NA,NA,NA,NA,8.7036,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,2,A,FP_2A_14,FP_2A_14_2,62,27,16.67,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,2,B,FP_2B_14,FP_2B_14_2,62,27,29.41,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,2,C,FP_2C_14,FP_2C_14_2,62,27,36.05,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,4,A,FP_4A_14,FP_4A_14_2,62,27,20.93,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,4,B,FP_4B_14,FP_4B_14_2,62,27,22.09,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,4,C,FP_4C_14,FP_4C_14_2,62,27,23.53,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,6,A,FP_6A_14,FP_6A_14_2,62,27,50,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,6,B,FP_6B_14,FP_6B_14_2,62,27,29.41,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,2,7/04/2014,14,184,184,6,C,FP_6C_14,FP_6C_14_2,62,27,20.93,11.84977083,15.25045361,29.58551959,32.11243688,NA,NA,NA,NA,31.67349,13.55117,NA,NA,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,2,A,FP_2A_14,FP_2A_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,2,B,FP_2B_14,FP_2B_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,2,C,FP_2C_14,FP_2C_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,4,A,FP_4A_14,FP_4A_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,4,B,FP_4B_14,FP_4B_14_3,90,28,95.4,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,4,C,FP_4C_14,FP_4C_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,6,A,FP_6A_14,FP_6A_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,6,B,FP_6B_14,FP_6B_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,3,8/01/2014,14,212,212,6,C,FP_6C_14,FP_6C_14_3,90,28,100,13.70368056,16.18017361,31.79061736,32.85280069,NA,NA,0.000378011,0.003143306,32.37317,15.0531,NA,0.00063614,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,2,A,FP_2A_14,FP_2A_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,2,B,FP_2B_14,FP_2B_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,2,C,FP_2C_14,FP_2C_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,4,A,FP_4A_14,FP_4A_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,4,B,FP_4B_14,FP_4B_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
FP,4,9/06/2014,14,248,248,4,C,FP_4C_14,FP_4C_14_4,126,36,100,14.28993056,17.88181818,32.91902276,33.38386389,7.990471074,8.113465278,0.000418083,0.000613849,33.15103,15.88035,8.06867144,0.00057918,65.48333333,53.36888889
